receipt_no,trx_date,product_name,qty,subtotal,payment_method
DOM-VAR-202509-0992,"2025-09-08 16:05:00","Espresso On The Rock",2,51000,QRIS
DOM-VAR-202509-0992,"2025-09-08 16:05:00","Scottish Latte",2,65000,QRIS
DOM-VAR-202509-0993,"2025-09-03 19:08:00","Bloody Mary",2,63500,DEBIT
DOM-VAR-202509-0993,"2025-09-03 19:08:00",Saltovino,2,68000,DEBIT
DOM-VAR-202509-0994,"2025-09-27 09:29:00","Churro Bites",2,51000,DEBIT
DOM-VAR-202509-0994,"2025-09-27 09:29:00","Chick N' Matah Rice",3,106500,DEBIT
DOM-VAR-202509-0995,"2025-09-03 20:42:00","Spaghetti Bolognese",2,65000,QRIS
DOM-VAR-202509-0996,"2025-09-25 13:59:00","Caramel Latte",1,32500,CASH
DOM-VAR-202509-0996,"2025-09-25 13:59:00","Berry Berry Good!",1,38500,CASH
DOM-VAR-202509-0997,"2025-09-18 17:08:00","Bang Nana Yoghurt",1,40000,DEBIT
DOM-VAR-202509-0997,"2025-09-18 17:08:00","Scottish Latte",1,32500,DEBIT
DOM-VAR-202509-0998,"2025-09-06 13:30:00","Churro Bites",3,76500,CASH
DOM-VAR-202509-0998,"2025-09-06 13:30:00","Mr. P! Nuts",3,118000,CASH
DOM-VAR-202509-0999,"2025-09-07 20:25:00","Matcha Green Tea",3,115500,DEBIT
DOM-VAR-202509-0999,"2025-09-07 20:25:00","Red Velvet",1,28500,DEBIT
DOM-VAR-202510-1000,"2025-10-16 15:12:00","Matcha Green Tea",2,59000,CASH
DOM-VAR-202510-1000,"2025-10-16 15:12:00","Hazelnut Latte",2,49500,CASH
DOM-VAR-202510-1001,"2025-10-02 16:49:00","Pisang Gorengnya DOM",1,20000,DEBIT
DOM-VAR-202510-1001,"2025-10-02 16:49:00","Bloody Mary",1,24500,DEBIT
DOM-VAR-202510-1002,"2025-10-22 21:10:00",Saltovino,1,26000,DEBIT
DOM-VAR-202510-1002,"2025-10-22 21:10:00","Chick N' Matah Rice",3,81500,DEBIT
DOM-VAR-202510-1003,"2025-10-09 17:53:00","Berry Berry Good!",2,59000,CASH
DOM-VAR-202510-1003,"2025-10-09 17:53:00","Sunset Sangria",1,24500,CASH
DOM-VAR-202510-1004,"2025-10-04 17:24:00","Pisang Gorengnya DOM",1,20000,CASH
DOM-VAR-202510-1004,"2025-10-04 17:24:00","Salted Caramel Macchiato",2,56500,CASH
DOM-VAR-202510-1005,"2025-10-07 20:04:00","Sunset Sangria",3,72500,QRIS
DOM-VAR-202510-1006,"2025-10-20 20:13:00","Strawberry Tea",2,39000,CASH
DOM-VAR-202510-1006,"2025-10-20 20:13:00","Spaghetti Carbonara",1,27500,CASH
DOM-VAR-202510-1007,"2025-10-24 17:41:00","Sunset Sangria",1,24500,CASH
DOM-VAR-202510-1007,"2025-10-24 17:41:00","Violet Kalamansi",1,22000,CASH
DOM-VAR-202510-1008,"2025-10-11 17:10:00","Kampoeng Fried Rice",2,49500,DEBIT
DOM-VAR-202510-1009,"2025-10-13 10:44:00","Berry Berry Good!",1,29500,CASH
DOM-VAR-202510-1009,"2025-10-13 10:44:00","Violet Kalamansi",2,44000,CASH
DOM-VAR-202510-1010,"2025-10-14 10:20:00","French Fries & Sausage",1,19500,DEBIT
DOM-VAR-202510-1011,"2025-10-21 10:27:00",Chocolate,1,21500,CASH
DOM-VAR-202510-1012,"2025-10-08 19:09:00","Kampoeng Fried Rice",1,25000,DEBIT
DOM-VAR-202510-1013,"2025-10-18 13:20:00",Americano,2,31000,DEBIT
DOM-VAR-202510-1013,"2025-10-18 13:20:00",Muppet,3,88500,DEBIT
DOM-VAR-202510-1014,"2025-10-20 21:54:00",Lotus,1,29500,DEBIT
DOM-VAR-202510-1014,"2025-10-20 21:54:00","Espresso On The Rock",1,19500,DEBIT
DOM-VAR-202510-1015,"2025-10-22 17:16:00","Choco Loco",2,49500,CASH
DOM-VAR-202510-1015,"2025-10-22 17:16:00","Sunset Sangria",3,72500,CASH
DOM-VAR-202510-1016,"2025-10-19 21:45:00","Spaghetti Bolognese",1,25000,CASH
DOM-VAR-202510-1017,"2025-10-05 12:48:00","Sunset Sangria",3,72500,DEBIT
DOM-VAR-202510-1017,"2025-10-05 12:48:00",Muppet,3,88500,DEBIT
DOM-VAR-202510-1018,"2025-10-03 10:50:00","Red Velvet",1,22000,CASH
DOM-VAR-202510-1018,"2025-10-03 10:50:00","DOM's Original",2,39000,CASH
DOM-VAR-202510-1019,"2025-10-18 21:28:00",Lotus,2,59000,DEBIT
DOM-VAR-202510-1020,"2025-10-10 18:25:00","Bang Nana Yoghurt",2,61500,DEBIT
DOM-VAR-202510-1021,"2025-10-05 13:08:00","Scottish Latte",3,74500,QRIS
DOM-VAR-202510-1021,"2025-10-05 13:08:00","Tropical Punch",2,48500,QRIS
DOM-VAR-202510-1022,"2025-10-25 10:31:00","Kopi Latte",2,39000,CASH
DOM-VAR-202510-1022,"2025-10-25 10:31:00","Tropical Punch",3,72500,CASH
DOM-VAR-202510-1023,"2025-10-19 14:19:00","Sunset Sangria",2,48500,DEBIT
DOM-VAR-202510-1023,"2025-10-19 14:19:00",Muppet,1,29500,DEBIT
DOM-VAR-202510-1024,"2025-10-06 14:33:00","Espresso On The Rock",2,39000,QRIS
DOM-VAR-202510-1025,"2025-10-24 17:07:00","DOMS Wings",3,69000,CASH
DOM-VAR-202510-1026,"2025-10-27 11:35:00","Pisang Gorengnya DOM",1,20000,CASH
DOM-VAR-202510-1026,"2025-10-27 11:35:00","Ham Spaghetti Brulee",1,29500,CASH
DOM-VAR-202510-1027,"2025-10-07 21:16:00","Mayo Karaage Rice",1,31000,QRIS
DOM-VAR-202510-1027,"2025-10-07 21:16:00","Al Fresco Nachos",1,23000,QRIS
DOM-VAR-202510-1028,"2025-10-09 20:56:00","Candy Cane",3,90000,QRIS
DOM-VAR-202510-1029,"2025-10-21 17:08:00","Kopi Latte",3,58500,DEBIT
DOM-VAR-202510-1029,"2025-10-21 17:08:00","Violet Kalamansi",1,22000,DEBIT
DOM-VAR-202510-1030,"2025-10-05 17:49:00","Caramel Latte",1,25000,QRIS
DOM-VAR-202510-1030,"2025-10-05 17:49:00","Sunset Sangria",2,48500,QRIS
DOM-VAR-202510-1031,"2025-10-19 17:55:00","Kampoeng Fried Rice",3,74500,DEBIT
DOM-VAR-202510-1032,"2025-10-27 17:46:00","Spaghetti Bolognese",2,49500,QRIS
DOM-VAR-202510-1032,"2025-10-27 17:46:00","Oriental Fried Rice",2,49500,QRIS
DOM-VAR-202510-1033,"2025-10-01 18:31:00","Violet Kalamansi",3,65500,CASH
DOM-VAR-202510-1033,"2025-10-01 18:31:00","Churro Bites",1,19500,CASH
DOM-VAR-202510-1034,"2025-10-22 17:55:00","Cheese Croquette Balls",2,39000,DEBIT
DOM-VAR-202510-1035,"2025-10-08 15:09:00","Berry Berry Good!",1,29500,QRIS
DOM-VAR-202510-1036,"2025-10-08 10:47:00",Chocolate,1,21500,DEBIT
DOM-VAR-202510-1037,"2025-10-28 16:31:00","Scottish Latte",1,25000,CASH
DOM-VAR-202510-1038,"2025-10-16 18:09:00","Spaghetti Bolognese",1,25000,QRIS
DOM-VAR-202510-1038,"2025-10-16 18:09:00","Red Velvet",2,44000,QRIS
DOM-VAR-202510-1039,"2025-10-02 09:47:00","Lychee Tea",3,58500,CASH
DOM-VAR-202510-1040,"2025-10-15 14:41:00","Cheese Croquette Balls",3,58500,CASH
DOM-VAR-202510-1040,"2025-10-15 14:41:00","Caramel Latte",3,74500,CASH
DOM-VAR-202510-1041,"2025-10-15 13:45:00","Sub's Choice",2,54500,QRIS
DOM-VAR-202510-1041,"2025-10-15 13:45:00","Spaghetti Bolognese",3,74500,QRIS
DOM-VAR-202510-1042,"2025-10-18 15:36:00","DOM's Original",1,19500,DEBIT
DOM-VAR-202510-1042,"2025-10-18 15:36:00",Muppet,1,29500,DEBIT
DOM-VAR-202510-1043,"2025-10-11 21:02:00","Sub's Choice",3,81500,DEBIT
DOM-VAR-202510-1044,"2025-10-26 12:45:00","Salted Egg Pop Chicken",1,35000,CASH
DOM-VAR-202510-1044,"2025-10-26 12:45:00",Saltovino,1,26000,CASH
DOM-VAR-202510-1045,"2025-10-19 15:45:00","Choco Loco",1,25000,DEBIT
DOM-VAR-202510-1046,"2025-10-25 09:14:00","Choco Loco",1,25000,QRIS
DOM-VAR-202510-1046,"2025-10-25 09:14:00","Taro Latte With Egg Pudding",2,49500,QRIS
DOM-VAR-202510-1047,"2025-10-02 15:39:00","Pisang Gorengnya DOM",2,40000,DEBIT
DOM-VAR-202510-1048,"2025-10-08 09:59:00","Salted Caramel Macchiato",1,28500,DEBIT
DOM-VAR-202510-1049,"2025-10-22 17:20:00","Matcha Green Tea",1,29500,DEBIT
DOM-VAR-202510-1049,"2025-10-22 17:20:00","Al Fresco Nachos",1,23000,DEBIT
DOM-VAR-202510-1050,"2025-10-04 10:36:00","Salted Caramel Macchiato",2,56500,CASH
DOM-VAR-202510-1051,"2025-10-24 09:01:00","Pisang Gorengnya DOM",3,60000,CASH
DOM-VAR-202510-1052,"2025-10-13 19:15:00","Espresso On The Rock",2,39000,DEBIT
DOM-VAR-202510-1052,"2025-10-13 19:15:00","Chick N' Matah Rice",3,81500,DEBIT
DOM-VAR-202510-1053,"2025-10-21 11:13:00","Taro Latte With Egg Pudding",2,49500,QRIS
DOM-VAR-202510-1053,"2025-10-21 11:13:00","Mr. P! Nuts",3,90000,QRIS
DOM-VAR-202510-1054,"2025-10-04 20:39:00",Muppet,3,88500,QRIS
DOM-VAR-202510-1054,"2025-10-04 20:39:00","Matcha Green Tea",1,29500,QRIS
DOM-VAR-202510-1055,"2025-10-14 18:13:00","Hazelnut Latte",1,25000,QRIS
DOM-VAR-202510-1055,"2025-10-14 18:13:00","Double Shaken Espresso",2,45000,QRIS
DOM-VAR-202510-1056,"2025-10-20 19:17:00","Salted Egg Pop Chicken",1,35000,QRIS
DOM-VAR-202510-1057,"2025-10-23 20:02:00","Scottish Latte",1,25000,QRIS
DOM-VAR-202510-1057,"2025-10-23 20:02:00","Salted Caramel Macchiato",1,28500,QRIS
DOM-VAR-202510-1058,"2025-10-04 17:49:00","Kopi Latte",2,39000,CASH
DOM-VAR-202510-1059,"2025-10-27 19:37:00","Mayo Karaage Rice",1,31000,DEBIT
DOM-VAR-202510-1059,"2025-10-27 19:37:00","Mayo Karaage Rice",1,31000,DEBIT
DOM-VAR-202510-1060,"2025-10-01 18:01:00","Spaghetti Carbonara",1,27500,CASH
DOM-VAR-202510-1061,"2025-10-27 12:53:00","Violet Kalamansi",2,44000,QRIS
DOM-VAR-202510-1062,"2025-10-21 12:38:00","Al Fresco Nachos",2,46000,DEBIT
DOM-VAR-202510-1062,"2025-10-21 12:38:00","Berry Berry Good!",2,59000,DEBIT
DOM-VAR-202510-1063,"2025-10-10 11:10:00","Lychee Tea",1,19500,CASH
DOM-VAR-202510-1064,"2025-10-17 19:20:00","Tropical Punch",3,72500,DEBIT
DOM-VAR-202510-1064,"2025-10-17 19:20:00","Spaghetti Bolognese",3,74500,DEBIT
DOM-VAR-202510-1065,"2025-10-09 11:18:00","Tropical Punch",3,72500,QRIS
DOM-VAR-202510-1066,"2025-10-23 14:27:00",Saltovino,2,52000,CASH
DOM-VAR-202510-1066,"2025-10-23 14:27:00","DOMS Wings",1,23000,CASH
DOM-VAR-202510-1067,"2025-10-04 20:48:00","Taro Latte With Egg Pudding",3,74500,CASH
DOM-VAR-202510-1068,"2025-10-10 15:04:00","Strawberry Tea",3,58500,CASH
DOM-VAR-202510-1069,"2025-10-28 14:24:00","French Fries & Sausage",1,19500,QRIS
DOM-VAR-202510-1070,"2025-10-03 14:33:00","Espresso On The Rock",3,58500,QRIS
DOM-VAR-202510-1071,"2025-10-07 19:13:00","Berry Berry Good!",2,59000,QRIS
DOM-VAR-202510-1072,"2025-10-12 19:32:00","Double Shaken Espresso",3,67500,CASH
DOM-VAR-202510-1073,"2025-10-20 18:11:00","Kopi Latte",2,39000,QRIS
DOM-VAR-202510-1074,"2025-10-01 20:21:00","Violet Kalamansi",3,65500,DEBIT
DOM-VAR-202510-1075,"2025-10-08 14:15:00","Pisang Gorengnya DOM",2,40000,QRIS
DOM-VAR-202510-1076,"2025-10-14 20:35:00","Ham Spaghetti Brulee",2,59000,DEBIT
DOM-VAR-202510-1076,"2025-10-14 20:35:00","Taro Latte With Egg Pudding",3,74500,DEBIT
DOM-VAR-202510-1077,"2025-10-05 17:20:00","Violet Kalamansi",2,44000,QRIS
DOM-VAR-202510-1077,"2025-10-05 17:20:00","Strawberry Tea",3,58500,QRIS
DOM-VAR-202510-1078,"2025-10-09 11:35:00","Hazelnut Latte",3,74500,QRIS
DOM-VAR-202510-1078,"2025-10-09 11:35:00","Al Fresco Nachos",2,46000,QRIS
DOM-VAR-202510-1079,"2025-10-12 19:49:00","Oriental Fried Rice",1,25000,QRIS
DOM-VAR-202510-1079,"2025-10-12 19:49:00","Spaghetti Carbonara",2,54500,QRIS
DOM-VAR-202510-1080,"2025-10-15 12:00:00","Espresso On The Rock",2,39000,CASH
DOM-VAR-202510-1081,"2025-10-24 18:33:00","Taro Latte With Egg Pudding",2,49500,DEBIT
DOM-VAR-202510-1082,"2025-10-18 09:41:00","Red Velvet",3,65500,QRIS
DOM-VAR-202510-1082,"2025-10-18 09:41:00","Bloody Mary",3,72500,QRIS
DOM-VAR-202510-1083,"2025-10-28 19:15:00","Salted Caramel Macchiato",1,28500,QRIS
DOM-VAR-202510-1083,"2025-10-28 19:15:00","Tropical Punch",1,24500,QRIS
DOM-VAR-202510-1084,"2025-10-27 16:55:00","Sub's Choice",2,54500,DEBIT
DOM-VAR-202510-1085,"2025-10-27 12:19:00","Cheese Croquette Balls",2,39000,QRIS
DOM-VAR-202510-1085,"2025-10-27 12:19:00",Americano,1,15500,QRIS
DOM-VAR-202510-1086,"2025-10-16 18:06:00","Candy Cane",2,60000,QRIS
DOM-VAR-202510-1086,"2025-10-16 18:06:00","Kopi Latte",1,19500,QRIS
DOM-VAR-202510-1087,"2025-10-21 16:59:00","Hazelnut Latte",2,49500,QRIS
DOM-VAR-202510-1087,"2025-10-21 16:59:00",Muppet,3,88500,QRIS
DOM-VAR-202510-1088,"2025-10-01 15:59:00","Lemon Tea",1,19500,CASH
DOM-VAR-202510-1089,"2025-10-11 18:43:00","Lychee Tea",3,58500,CASH
DOM-VAR-202510-1090,"2025-10-14 19:45:00","Red Velvet",2,44000,CASH
DOM-VAR-202510-1090,"2025-10-14 19:45:00","Spaghetti Carbonara",3,81500,CASH
DOM-VAR-202510-1091,"2025-10-13 20:12:00","Bloody Mary",2,48500,DEBIT
DOM-VAR-202510-1092,"2025-10-11 21:10:00","Violet Kalamansi",2,44000,QRIS
DOM-VAR-202510-1092,"2025-10-11 21:10:00","Taro Latte With Egg Pudding",1,25000,QRIS
DOM-VAR-202510-1093,"2025-10-17 13:16:00","Taro Latte With Egg Pudding",2,49500,QRIS
DOM-VAR-202510-1094,"2025-10-26 15:58:00","Salted Caramel Macchiato",3,85000,QRIS
DOM-VAR-202510-1095,"2025-10-28 10:55:00","Kampoeng Fried Rice",1,25000,CASH
DOM-VAR-202510-1096,"2025-10-05 15:54:00","Spaghetti Bolognese",1,25000,DEBIT
DOM-VAR-202510-1097,"2025-10-22 18:31:00","Berry Berry Good!",1,29500,DEBIT
DOM-VAR-202510-1098,"2025-10-18 12:39:00","Spaghetti Bolognese",1,25000,DEBIT
DOM-VAR-202510-1098,"2025-10-18 12:39:00","Ham Spaghetti Brulee",2,59000,DEBIT
DOM-VAR-202510-1099,"2025-10-14 10:58:00","Lychee Tea",1,19500,DEBIT
DOM-VAR-202510-1099,"2025-10-14 10:58:00","Strawberry Tea",3,58500,DEBIT
DOM-VAR-202510-1100,"2025-10-08 15:53:00","French Fries & Sausage",3,58500,CASH
DOM-VAR-202510-1100,"2025-10-08 15:53:00","Scottish Latte",2,49500,CASH
DOM-VAR-202510-1101,"2025-10-21 18:38:00","DOM's Original",2,39000,QRIS
DOM-VAR-202510-1102,"2025-10-22 15:55:00","Ham Spaghetti Brulee",1,29500,DEBIT
DOM-VAR-202510-1103,"2025-10-17 11:30:00","Taro Latte With Egg Pudding",3,74500,CASH
DOM-VAR-202510-1103,"2025-10-17 11:30:00","Berry Berry Good!",3,88500,CASH
DOM-VAR-202510-1104,"2025-10-06 09:08:00","Choco Loco",3,74500,QRIS
DOM-VAR-202510-1104,"2025-10-06 09:08:00",Americano,3,46000,QRIS
DOM-VAR-202510-1105,"2025-10-02 18:36:00","DOMS Wings",1,23000,DEBIT
DOM-VAR-202510-1106,"2025-10-19 20:25:00","Ham Spaghetti Brulee",1,29500,CASH
DOM-VAR-202510-1107,"2025-10-04 10:13:00","Bang Nana Yoghurt",2,61500,DEBIT
DOM-VAR-202510-1108,"2025-10-08 21:29:00","Sunset Sangria",2,48500,CASH
DOM-VAR-202510-1109,"2025-10-09 13:35:00","Cheese Croquette Balls",1,19500,DEBIT
DOM-VAR-202510-1109,"2025-10-09 13:35:00","Cheese Croquette Balls",2,39000,DEBIT
DOM-VAR-202510-1110,"2025-10-10 17:20:00","Mayo Karaage Rice",2,61500,QRIS
DOM-VAR-202510-1110,"2025-10-10 17:20:00",Chocolate,3,64000,QRIS
DOM-VAR-202511-1111,"2025-11-06 14:58:00","Mayo Karaage Rice",3,312000,QRIS
DOM-VAR-202511-1111,"2025-11-06 14:58:00","Churro Bites",1,66000,QRIS
DOM-VAR-202511-1112,"2025-11-21 13:02:00","Caramel Latte",2,168000,DEBIT
DOM-VAR-202511-1113,"2025-11-07 13:54:00","Sunset Sangria",3,246000,QRIS
DOM-VAR-202511-1113,"2025-11-07 13:54:00","Churro Bites",3,198000,QRIS
DOM-VAR-202511-1114,"2025-11-10 21:47:00","Red Velvet",3,222000,QRIS
DOM-VAR-202511-1114,"2025-11-10 21:47:00","Pisang Gorengnya DOM",1,68000,QRIS
DOM-VAR-202511-1115,"2025-11-04 09:44:00","Pisang Gorengnya DOM",2,136000,DEBIT
DOM-VAR-202511-1115,"2025-11-04 09:44:00",Americano,1,52000,DEBIT
DOM-VAR-202511-1116,"2025-11-20 14:32:00","Sub's Choice",1,92000,CASH
DOM-VAR-202511-1116,"2025-11-20 14:32:00","Salted Egg Pop Chicken",2,236000,CASH
DOM-VAR-202511-1117,"2025-11-07 15:20:00","Lemon Tea",1,66000,CASH
DOM-VAR-202511-1118,"2025-11-25 16:37:00","French Fries & Sausage",3,198000,CASH
DOM-VAR-202511-1118,"2025-11-25 16:37:00","Strawberry Tea",3,198000,CASH
DOM-VAR-202511-1119,"2025-11-02 11:06:00","Kampoeng Fried Rice",1,84000,QRIS
DOM-VAR-202511-1119,"2025-11-02 11:06:00","Matcha Green Tea",1,100000,QRIS
DOM-VAR-202511-1120,"2025-11-20 14:33:00","Beef Aglio Olio",2,168000,QRIS
DOM-VAR-202511-1120,"2025-11-20 14:33:00","Candy Cane",1,102000,QRIS
DOM-VAR-202511-1121,"2025-11-06 20:24:00","Taro Latte With Egg Pudding",1,84000,QRIS
DOM-VAR-202511-1121,"2025-11-06 20:24:00","Salted Caramel Macchiato",3,288000,QRIS
DOM-VAR-202511-1122,"2025-11-17 12:31:00","Chick N' Matah Rice",3,276000,DEBIT
DOM-VAR-202511-1122,"2025-11-17 12:31:00","Lychee Tea",3,198000,DEBIT
DOM-VAR-202511-1123,"2025-11-26 19:24:00","Kampoeng Fried Rice",3,252000,CASH
DOM-VAR-202511-1124,"2025-11-15 09:28:00","Violet Kalamansi",3,222000,QRIS
DOM-VAR-202511-1124,"2025-11-15 09:28:00","Chick N' Matah Rice",1,92000,QRIS
DOM-VAR-202511-1125,"2025-11-07 09:48:00","DOMS Wings",3,234000,QRIS
DOM-VAR-202511-1125,"2025-11-07 09:48:00","Strawberry Tea",2,132000,QRIS
DOM-VAR-202511-1126,"2025-11-14 19:23:00","Cheese Croquette Balls",1,66000,DEBIT
DOM-VAR-202511-1127,"2025-11-02 14:37:00","Double Shaken Espresso",2,152000,CASH
DOM-VAR-202511-1127,"2025-11-02 14:37:00","Salted Caramel Macchiato",3,288000,CASH
DOM-VAR-202511-1128,"2025-11-23 09:15:00","Al Fresco Nachos",3,234000,CASH
DOM-VAR-202511-1129,"2025-11-02 13:05:00","Churro Bites",2,132000,CASH
DOM-VAR-202511-1130,"2025-11-04 21:52:00","Spaghetti Bolognese",1,84000,CASH
DOM-VAR-202511-1131,"2025-11-03 21:19:00","Berry Berry Good!",1,100000,QRIS
DOM-VAR-202511-1131,"2025-11-03 21:19:00","Spaghetti Bolognese",1,84000,QRIS
DOM-VAR-202511-1132,"2025-11-25 14:24:00","Violet Kalamansi",3,222000,CASH
DOM-VAR-202511-1132,"2025-11-25 14:24:00","Bang Nana Yoghurt",2,208000,CASH
DOM-VAR-202511-1133,"2025-11-08 10:38:00",Chocolate,1,72000,DEBIT
DOM-VAR-202511-1133,"2025-11-08 10:38:00","Red Velvet",1,74000,DEBIT
DOM-VAR-202511-1134,"2025-11-27 18:09:00","Al Fresco Nachos",2,156000,CASH
DOM-VAR-202511-1134,"2025-11-27 18:09:00",Saltovino,2,176000,CASH
DOM-VAR-202511-1135,"2025-11-10 16:53:00","Taro Latte With Egg Pudding",3,252000,DEBIT
DOM-VAR-202511-1135,"2025-11-10 16:53:00","Bloody Mary",3,246000,DEBIT
DOM-VAR-202511-1136,"2025-11-08 20:01:00","Bang Nana Yoghurt",3,312000,CASH
DOM-VAR-202511-1136,"2025-11-08 20:01:00","Al Fresco Nachos",3,234000,CASH
DOM-VAR-202511-1137,"2025-11-25 16:34:00","Pisang Gorengnya DOM",3,204000,CASH
DOM-VAR-202511-1137,"2025-11-25 16:34:00","Bang Nana Yoghurt",1,104000,CASH
DOM-VAR-202511-1138,"2025-11-16 13:18:00","Ham Spaghetti Brulee",1,100000,QRIS
DOM-VAR-202511-1138,"2025-11-16 13:18:00",Saltovino,3,264000,QRIS
DOM-VAR-202511-1139,"2025-11-18 20:02:00","Sub's Choice",2,184000,DEBIT
DOM-VAR-202511-1139,"2025-11-18 20:02:00","Red Velvet",1,74000,DEBIT
DOM-VAR-202511-1140,"2025-11-25 11:09:00","Matcha Green Tea",2,200000,DEBIT
DOM-VAR-202511-1140,"2025-11-25 11:09:00","Kampoeng Fried Rice",1,84000,DEBIT
DOM-VAR-202511-1141,"2025-11-07 18:05:00","Matcha Green Tea",2,200000,CASH
DOM-VAR-202511-1141,"2025-11-07 18:05:00",Lotus,3,300000,CASH
DOM-VAR-202511-1142,"2025-11-04 15:38:00","DOM's Original",1,66000,DEBIT
DOM-VAR-202511-1143,"2025-11-20 10:41:00","Salted Caramel Macchiato",2,192000,DEBIT
DOM-VAR-202511-1144,"2025-11-09 14:47:00","Choco Loco",1,84000,DEBIT
DOM-VAR-202511-1144,"2025-11-09 14:47:00","Lychee Tea",1,66000,DEBIT
DOM-VAR-202511-1145,"2025-11-27 11:57:00",Muppet,3,300000,QRIS
DOM-VAR-202511-1145,"2025-11-27 11:57:00",Americano,2,104000,QRIS
DOM-VAR-202511-1146,"2025-11-08 11:51:00","Matcha Green Tea",2,200000,QRIS
DOM-VAR-202511-1146,"2025-11-08 11:51:00","Double Shaken Espresso",2,152000,QRIS
DOM-VAR-202511-1147,"2025-11-06 09:38:00","Taro Latte With Egg Pudding",3,252000,QRIS
DOM-VAR-202511-1147,"2025-11-06 09:38:00","Chick N' Matah Rice",2,184000,QRIS
DOM-VAR-202511-1148,"2025-11-20 14:05:00","Mr. P! Nuts",2,204000,DEBIT
DOM-VAR-202511-1149,"2025-11-25 10:21:00","Churro Bites",3,198000,QRIS
DOM-VAR-202511-1150,"2025-11-10 13:10:00","Matcha Green Tea",3,300000,CASH
DOM-VAR-202511-1150,"2025-11-10 13:10:00","Al Fresco Nachos",2,156000,CASH
DOM-VAR-202511-1151,"2025-11-05 15:28:00","Berry Berry Good!",2,200000,DEBIT
DOM-VAR-202511-1152,"2025-11-26 16:49:00",Chocolate,2,144000,CASH
DOM-VAR-202511-1153,"2025-11-01 21:30:00","Double Shaken Espresso",3,228000,DEBIT
DOM-VAR-202511-1154,"2025-11-27 16:43:00","Ham Spaghetti Brulee",2,200000,DEBIT
DOM-VAR-202511-1154,"2025-11-27 16:43:00","Bang Nana Yoghurt",2,208000,DEBIT
DOM-VAR-202511-1155,"2025-11-13 09:23:00","Matcha Green Tea",2,200000,DEBIT
DOM-VAR-202511-1156,"2025-11-14 21:29:00","DOMS Wings",3,234000,DEBIT
DOM-VAR-202511-1156,"2025-11-14 21:29:00",Chocolate,2,144000,DEBIT
DOM-VAR-202511-1157,"2025-11-20 15:03:00","Mayo Karaage Rice",2,208000,CASH
DOM-VAR-202511-1157,"2025-11-20 15:03:00","Roti Bakar",1,52000,CASH
DOM-VAR-202511-1158,"2025-11-06 12:55:00","Hazelnut Latte",2,168000,DEBIT
DOM-VAR-202511-1159,"2025-11-12 15:30:00","Roti Bakar",2,104000,QRIS
DOM-VAR-202511-1159,"2025-11-12 15:30:00",Chocolate,3,216000,QRIS
DOM-VAR-202511-1160,"2025-11-17 20:55:00","Berry Berry Good!",3,300000,DEBIT
DOM-VAR-202511-1161,"2025-11-08 14:54:00","Al Fresco Nachos",3,234000,QRIS
DOM-VAR-202511-1161,"2025-11-08 14:54:00","Oriental Fried Rice",3,252000,QRIS
DOM-VAR-202511-1162,"2025-11-14 17:56:00","Sunset Sangria",1,82000,DEBIT
DOM-VAR-202511-1162,"2025-11-14 17:56:00","Berry Berry Good!",1,100000,DEBIT
DOM-VAR-202511-1163,"2025-11-11 18:47:00","Bang Nana Yoghurt",1,104000,QRIS
DOM-VAR-202511-1164,"2025-11-17 17:14:00","Sunset Sangria",3,246000,QRIS
DOM-VAR-202511-1165,"2025-11-23 18:21:00",Americano,3,156000,DEBIT
DOM-VAR-202511-1165,"2025-11-23 18:21:00","Candy Cane",1,102000,DEBIT
DOM-VAR-202511-1166,"2025-11-03 18:21:00","Chick N' Matah Rice",1,92000,DEBIT
DOM-VAR-202511-1167,"2025-11-19 15:23:00","Salted Egg Pop Chicken",2,236000,DEBIT
DOM-VAR-202511-1168,"2025-11-15 16:27:00",Muppet,2,200000,QRIS
DOM-VAR-202511-1169,"2025-11-23 18:04:00",Chocolate,3,216000,CASH
DOM-VAR-202511-1169,"2025-11-23 18:04:00","Matcha Green Tea",2,200000,CASH
DOM-VAR-202511-1170,"2025-11-03 11:11:00","Al Fresco Nachos",2,156000,CASH
DOM-VAR-202511-1171,"2025-11-21 12:28:00","Beef Aglio Olio",3,252000,CASH
DOM-VAR-202511-1172,"2025-11-16 09:43:00","Sunset Sangria",2,164000,QRIS
DOM-VAR-202511-1172,"2025-11-16 09:43:00","Al Fresco Nachos",2,156000,QRIS
DOM-VAR-202511-1173,"2025-11-28 20:46:00","Double Shaken Espresso",3,228000,DEBIT
DOM-VAR-202511-1174,"2025-11-19 12:49:00","Sunset Sangria",1,82000,DEBIT
DOM-VAR-202511-1175,"2025-11-18 13:12:00",Muppet,2,200000,CASH
DOM-VAR-202511-1176,"2025-11-13 18:54:00","Tropical Punch",1,82000,CASH
DOM-VAR-202511-1176,"2025-11-13 18:54:00","Mayo Karaage Rice",3,312000,CASH
DOM-VAR-202511-1177,"2025-11-28 18:24:00","Sub's Choice",3,276000,DEBIT
DOM-VAR-202511-1178,"2025-11-26 13:21:00","Salted Caramel Macchiato",3,288000,DEBIT
DOM-VAR-202511-1179,"2025-11-13 10:53:00","Salted Egg Pop Chicken",3,354000,CASH
DOM-VAR-202511-1179,"2025-11-13 10:53:00","Mayo Karaage Rice",1,104000,CASH
