receipt_no,trx_date,product_name,qty,subtotal
TRX-20260610-0233,"2026-05-31 19:35:09","Ayam Chili Padi",4,152000
TRX-20260610-0233,"2026-05-31 19:35:09","Caramel Macchiato",1,32000
TRX-20260610-0233,"2026-05-31 19:35:09","Ayam Chili Padi",1,38000
TRX-20260610-0233,"2026-05-31 19:35:09","Spaghetti Aglio Olio",3,135000
TRX-20260610-0233,"2026-05-31 19:35:09","Caramel Macchiato",3,96000
TRX-20260610-0234,"2026-04-20 20:21:59","Spaghetti Aglio Olio",1,45000
TRX-20260610-0234,"2026-04-20 20:21:59","Caramel Macchiato",3,96000
TRX-20260610-0234,"2026-04-20 20:21:59","Caramel Macchiato",2,64000
TRX-20260610-0234,"2026-04-20 20:21:59","Mix Platter",1,35000
TRX-20260610-0234,"2026-04-20 20:21:59","Lychee Tea",3,66000
TRX-20260610-0235,"2026-04-28 16:07:38","Mix Platter",2,70000
TRX-20260610-0235,"2026-04-28 16:07:38","Mix Platter",2,70000
TRX-20260610-0235,"2026-04-28 16:07:38","Kopi Susu DOM",1,25000
TRX-20260610-0235,"2026-04-28 16:07:38","Mix Platter",2,70000
TRX-20260610-0236,"2026-04-11 11:23:46","Kopi Susu DOM",4,100000
TRX-20260610-0236,"2026-04-11 11:23:46","Lychee Tea",1,22000
TRX-20260610-0237,"2026-03-01 11:08:21",Americano,2,40000
TRX-20260610-0237,"2026-03-01 11:08:21","Spaghetti Aglio Olio",1,45000
TRX-20260610-0237,"2026-03-01 11:08:21","Caramel Macchiato",4,128000
TRX-20260610-0237,"2026-03-01 11:08:21","Kopi Susu DOM",2,50000
TRX-20260610-0237,"2026-03-01 11:08:21","Caramel Macchiato",2,64000
TRX-20260610-0238,"2026-03-24 19:15:03","Kopi Susu DOM",3,75000
TRX-20260610-0239,"2026-04-08 01:24:13","Ayam Chili Padi",3,114000
TRX-20260610-0239,"2026-04-08 01:24:13","Zafeer Milktea",2,56000
TRX-20260610-0240,"2026-03-16 15:43:44","Ayam Chili Padi",4,152000
TRX-20260610-0240,"2026-03-16 15:43:44","Mix Platter",2,70000
TRX-20260610-0240,"2026-03-16 15:43:44","Spaghetti Aglio Olio",4,180000
TRX-20260610-0240,"2026-03-16 15:43:44","French Fries",2,50000
TRX-20260610-0240,"2026-03-16 15:43:44","Mix Platter",1,35000
TRX-20260610-0241,"2026-03-04 20:28:29","Zafeer Milktea",4,112000
TRX-20260610-0241,"2026-03-04 20:28:29",Americano,3,60000
TRX-20260610-0241,"2026-03-04 20:28:29","Spaghetti Aglio Olio",1,45000
TRX-20260610-0242,"2026-05-27 06:50:31","Caramel Macchiato",1,32000
TRX-20260610-0243,"2026-06-06 08:09:56","Nasi Goreng DOM",2,80000
TRX-20260610-0243,"2026-06-06 08:09:56","Kopi Susu DOM",2,50000
TRX-20260610-0243,"2026-06-06 08:09:56","Nasi Goreng DOM",2,80000
TRX-20260610-0244,"2026-05-13 00:57:37",Americano,3,60000
TRX-20260610-0244,"2026-05-13 00:57:37","Ayam Chili Padi",1,38000
TRX-20260610-0244,"2026-05-13 00:57:37","Spaghetti Aglio Olio",3,135000
TRX-20260610-0244,"2026-05-13 00:57:37","Ayam Chili Padi",2,76000
TRX-20260610-0244,"2026-05-13 00:57:37","Nasi Goreng DOM",2,80000
TRX-20260610-0245,"2026-05-03 15:09:20","Ayam Chili Padi",3,114000
TRX-20260610-0245,"2026-05-03 15:09:20",Americano,2,40000
TRX-20260610-0245,"2026-05-03 15:09:20","Caramel Macchiato",1,32000
TRX-20260610-0245,"2026-05-03 15:09:20","Nasi Goreng DOM",4,160000
TRX-20260610-0246,"2026-04-23 15:50:03","Caramel Macchiato",4,128000
TRX-20260610-0246,"2026-04-23 15:50:03","Kopi Susu DOM",1,25000
TRX-20260610-0246,"2026-04-23 15:50:03","Spaghetti Aglio Olio",1,45000
TRX-20260610-0246,"2026-04-23 15:50:03","Zafeer Milktea",1,28000
TRX-20260610-0246,"2026-04-23 15:50:03","Caramel Macchiato",4,128000
TRX-20260610-0247,"2026-03-06 06:17:27","Spaghetti Aglio Olio",4,180000
TRX-20260610-0247,"2026-03-06 06:17:27","French Fries",4,100000
TRX-20260610-0248,"2026-05-11 21:16:51","Caramel Macchiato",1,32000
TRX-20260610-0248,"2026-05-11 21:16:51","Lychee Tea",3,66000
TRX-20260610-0249,"2026-06-04 22:09:42",Americano,2,40000
TRX-20260610-0249,"2026-06-04 22:09:42","Caramel Macchiato",2,64000
TRX-20260610-0249,"2026-06-04 22:09:42","Mix Platter",3,105000
TRX-20260610-0249,"2026-06-04 22:09:42","Kopi Susu DOM",1,25000
TRX-20260610-0249,"2026-06-04 22:09:42","Matcha Latte",2,60000
TRX-20260610-0250,"2026-03-10 17:59:03","Ayam Chili Padi",2,76000
TRX-20260610-0250,"2026-03-10 17:59:03","Caramel Macchiato",3,96000
TRX-20260610-0251,"2026-03-12 23:03:10","Nasi Goreng DOM",4,160000
TRX-20260610-0251,"2026-03-12 23:03:10","Matcha Latte",4,120000
TRX-20260610-0251,"2026-03-12 23:03:10","French Fries",4,100000
TRX-20260610-0251,"2026-03-12 23:03:10","Mix Platter",4,140000
TRX-20260610-0251,"2026-03-12 23:03:10","Caramel Macchiato",3,96000
TRX-20260610-0252,"2026-03-14 07:49:34","Zafeer Milktea",2,56000
TRX-20260610-0252,"2026-03-14 07:49:34","French Fries",1,25000
TRX-20260610-0252,"2026-03-14 07:49:34","Kopi Susu DOM",3,75000
TRX-20260610-0253,"2026-03-26 06:56:43","Lychee Tea",3,66000
TRX-20260610-0253,"2026-03-26 06:56:43","Matcha Latte",2,60000
TRX-20260610-0253,"2026-03-26 06:56:43","Mix Platter",3,105000
TRX-20260610-0254,"2026-02-03 23:57:28",Americano,4,80000
TRX-20260610-0254,"2026-02-03 23:57:28","Matcha Latte",4,120000
TRX-20260610-0254,"2026-02-03 23:57:28","Ayam Chili Padi",3,114000
TRX-20260610-0254,"2026-02-03 23:57:28","Kopi Susu DOM",1,25000
TRX-20260610-0254,"2026-02-03 23:57:28","Matcha Latte",1,30000
TRX-20260610-0255,"2026-01-09 00:17:49","Zafeer Milktea",4,112000
TRX-20260610-0255,"2026-01-09 00:17:49","Spaghetti Aglio Olio",3,135000
TRX-20260610-0255,"2026-01-09 00:17:49","Ayam Chili Padi",2,76000
TRX-20260610-0255,"2026-01-09 00:17:49","Ayam Chili Padi",4,152000
TRX-20260610-0256,"2026-05-31 15:13:57","Caramel Macchiato",4,128000
TRX-20260610-0256,"2026-05-31 15:13:57","Lychee Tea",4,88000
TRX-20260610-0257,"2026-04-24 16:33:02","Nasi Goreng DOM",2,80000
TRX-20260610-0258,"2026-06-09 09:37:27","Zafeer Milktea",1,28000
TRX-20260610-0258,"2026-06-09 09:37:27","Spaghetti Aglio Olio",3,135000
TRX-20260610-0258,"2026-06-09 09:37:27","Lychee Tea",2,44000
TRX-20260610-0259,"2026-05-02 09:17:17","Ayam Chili Padi",1,38000
TRX-20260610-0259,"2026-05-02 09:17:17","Matcha Latte",2,60000
TRX-20260610-0259,"2026-05-02 09:17:17","Caramel Macchiato",1,32000
TRX-20260610-0260,"2026-01-25 08:03:05","Ayam Chili Padi",3,114000
